HPAI Strains,Country,State: County,Specy_common_name,epi_event_id,Earliest outbreak report date,Latest outbreak report date,Collection Date,Number of outbreaks reported,WOAH Classification,Sampling Method,Submitting Agency,More information
H5N1,United States of America,Montana: Fergus,Canada goose,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Cascade,Canada goose,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Canada goose,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Canada goose,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Broadwater,Great horned owl,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Cascade,Great horned owl,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Broadwater,Great horned owl,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Idaho: Bonneville,Canada goose,?,5/11/22,?,4/15/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Idaho: Bonneville,Canada goose,?,5/11/22,?,4/15/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Idaho: Canyon,Snow goose,?,5/13/22,?,3/30/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Idaho: Custer,Great horned owl,?,5/9/22,?,4/18/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Idaho: Twin Falls,American white pelican,?,5/11/22,?,4/10/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Idaho: Twin Falls,American white pelican,?,5/11/22,?,4/10/22,?,Wild bird,Morbidity/Mortality,ID Fish and Game/USGS,?
H5N1,United States of America,Massachusetts: Barnstable,Sanderling,?,4/15/22,?,3/4/22,?,Wild bird,Morbidity/Mortality,MA DFW/USGS,?
H5N1,United States of America,Minnesota: St. Louis,Hooded merganser,?,5/12/22,?,5/1/22,?,Wild bird,Morbidity/Mortality,USGS,?
H5N1,United States of America,Missouri: Chariton,Snow goose,?,4/15/22,?,3/8/22,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USFWS/USGS,?
H5N1,United States of America,Wisconsin: Barron,American crow,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Buffalo,American white pelican,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,WI DNR/USFWS/USGS,?
H5N1,United States of America,Wisconsin: Winnebago,Turkey vulture,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: St. Croix,Great horned owl,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Florence,Bald eagle,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Winnebago,Great horned owl,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Winnebago,Great horned owl,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Winnebago,Great horned owl,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Winnebago,Herring gull,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Door,Herring gull,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Washburn,Canada goose,?,5/12/22,?,4/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Polk,Bald eagle,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Barron,Wood duck,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Barron,Wood duck,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Washburn,Wood duck,?,5/12/22,?,4/14/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Bottineau,Red-tailed hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Sharp-shinned hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Bottineau,Red-tailed hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,American crow,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,American crow,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Cooper's hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Bottineau,Red-tailed hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Bottineau,Great horned owl,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Aitkin,Bald eagle,?,5/13/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Crow Wing,Bald eagle,?,5/13/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Aitkin,Bald eagle,?,5/13/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Crow Wing,Wood duck,?,5/13/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Crow Wing,American white pelican,?,5/13/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Clay,Great horned owl,?,5/13/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Burleigh,Turkey vulture,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Freeborn,Barred owl,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Steele,Great horned owl,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Steele,Great horned owl,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Polk,Turkey vulture,?,5/13/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Polk,Red-tailed hawk,?,5/13/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Red Lake,Great horned owl,?,5/13/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Nobles,Red-tailed hawk,?,5/13/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stark,Red-tailed hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Burleigh,Red-tailed hawk,?,5/13/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Winona,Red-tailed hawk,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Winona,American crow,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Winona,Wood duck,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Murray,Great horned owl,?,5/13/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Price,Common raven,?,5/13/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Washington: Pierce,Bald eagle,?,5/13/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,Nisqually Tribe/USGS,?
H5N1,United States of America,Wisconsin: Douglas,Great horned owl,?,5/12/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wyoming: Fremont,Canada goose,?,4/19/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wisconsin: Manitowoc,Ruddy duck,?,5/12/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Columbia,American crow,?,5/12/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Dane,American white pelican,?,5/12/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Fond du Lac,Great horned owl,?,5/12/22,?,4/24/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wyoming: Albany,Turkey vulture,?,4/19/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Nebraska: Lancaster,Bald eagle,?,4/21/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
H5N1,United States of America,Nebraska: Douglas,Peregrine falcon,?,4/22/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
H5N1,United States of America,Washington: Grant,Snow goose,?,4/25/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,WA DFW,?
H5N1,United States of America,Washington: Grant,Snow goose,?,4/25/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,WA DFW,?
H5N1,United States of America,North Dakota: Dickey,Hawk (unidentified),?,4/28/22,?,4/9/22,?,Wild bird,Morbidity/Mortality,ND Game and Fish,?
H5N1,United States of America,New York: Livingston,Turkey vulture,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Livingston,Turkey vulture,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Monroe,Turkey vulture,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Florida: Okaloosa,Mallard,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Wisconsin: Rusk,Great horned owl,?,5/12/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Rusk,Bald eagle,?,5/12/22,?,4/24/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Langlade,Wood duck,?,5/12/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Chippewa,Bald eagle,?,5/12/22,?,4/18/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Burnett,Canada goose,?,5/12/22,?,4/15/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Fond du Lac,Great horned owl,?,5/12/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Fond du Lac,Great horned owl,?,5/12/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Waupaca,Bald eagle,?,5/12/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Sheboygan,Red-tailed hawk,?,5/12/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Brown,Wood duck,?,5/12/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Clark,Hooded merganser,?,5/18/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Barron,Red-tailed hawk,?,5/18/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Polk,American crow,?,5/18/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Dakota: McPherson,Bald eagle,?,5/18/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Portage,American crow,?,5/18/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Wood,Bald eagle,?,5/18/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Clark,American white pelican,?,5/18/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Clark,American crow,?,5/19/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Buffalo,Bald eagle,?,5/19/22,?,5/1/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Lafayette,Bald eagle,?,5/19/22,?,5/1/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Eau Claire,Wood duck,?,5/19/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Green Lake,Great horned owl,?,5/19/22,?,5/3/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Marquette,Bald eagle,?,5/19/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Rock,Red-tailed hawk,?,5/19/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Utah: Utah,Owl (unidentified),?,5/18/22,?,5/13/22,?,Wild bird,Morbidity/Mortality,UT DWR,?
H5N1,United States of America,Utah: Utah,Owl (unidentified),?,5/18/22,?,5/13/22,?,Wild bird,Morbidity/Mortality,UT DWR,?
H5N1,United States of America,Texas: Bosque,Bald eagle,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,Texas PWD,?
H5N1,United States of America,Florida: Alachua,Black vulture,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Duval,Black vulture,?,5/5/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Duval,Black vulture,?,5/5/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Michigan: Saginaw,Bald eagle,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Arenac,Bald eagle,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Alpena,Bald eagle,?,5/5/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Cheboygan,Bald eagle,?,5/5/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Wexford,Lesser scaup,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Alpena,Herring gull,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Grand Traverse,Barred owl,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Saginaw,Red-shouldered hawk,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Saginaw,Red-tailed hawk,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Gladwin,Red-tailed hawk,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Nebraska: Lancaster,Peregrine falcon,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
H5N1,United States of America,Nebraska: Sarpy,Turkey vulture,?,5/6/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
H5N1,United States of America,Wyoming: Natrona,Great horned owl,?,5/6/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Albany,Great horned owl,?,5/6/22,?,4/18/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Schoharie,Red-tailed hawk,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Schenectady,Red-tailed hawk,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Cattaraugus,Bald eagle,?,5/6/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Alaska: Aleutians West,Bald eagle,?,5/6/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Alaska: Aleutians West,Canada goose,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Alaska: Anchorage,Canada goose,?,5/6/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/14/22,?,4/6/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,South Dakota: Beadle,Red-tailed hawk,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,SD GFP,?
H5N1,United States of America,Michigan: Manistee,Bald eagle,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Benzie,Bald eagle,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Charlevoix,Rough-legged hawk,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Wyoming: Campbell,Canada goose,?,5/9/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Teton,Great horned owl,?,5/9/22,?,5/1/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,South Dakota: Brown,Great horned owl,?,5/19/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Dakota: Brown,Red-tailed hawk,?,5/19/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Dakota: Brown,Red-tailed hawk,?,5/19/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Dakota: Brown,Red-tailed hawk,?,5/19/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Dakota: Brown,Red-tailed hawk,?,5/19/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Charleston,Black vulture,?,5/17/22,?,5/9/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Charleston,Black vulture,?,5/17/22,?,5/9/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Charleston,Black vulture,?,5/17/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Charleston,Black vulture,?,5/17/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,New Hampshire: Merrimack,Bald eagle,?,5/18/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,New Hampshire: Sullivan,Bald eagle,?,5/18/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Morton,Great horned owl,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,American crow,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,American crow,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,American crow,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,American crow,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,American crow,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Grant,Red-tailed hawk,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Ramsey,American kestrel,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Benson,Rough-legged hawk,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Pierce,Bald eagle,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Bald eagle,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Benson,Red-tailed hawk,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Broad-winged hawk,?,5/20/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Cook,Mallard,?,5/20/22,?,5/9/22,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,Vermont: Addison,Wood duck,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Vermont: Orange,Bald eagle,?,5/23/22,?,5/11/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Indiana: Lake,Double-crested cormorant,?,5/23/22,?,5/12/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,American white pelican,?,5/23/22,?,5/17/22,?,Wild bird,Morbidity/Mortality,NWDP,?
